[child0:4720] [0] ioctl(fd=259, cmd=0x4008000b, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [159] ioctl(fd=259, cmd=0x4008502f, arg=0xb3aa2000) = -1 (Bad address)
[child0:4720] [160] ioctl(fd=259, cmd=0x80085006, arg=0xb6da4000) = -1 (Bad address)
[child0:4720] [161] ioctl(fd=259, cmd=0x40085024, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [162] ioctl(fd=259, cmd=0x40085005, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [163] ioctl(fd=259, cmd=0x80085023, arg=0xb6ba2000) = -1 (Not a typewriter)
[child0:4720] [164] ioctl(fd=259, cmd=0x40085009, arg=0xb60a2000) = -1 (Bad address)
[child0:4720] [165] ioctl(fd=259, cmd=0x8008501b, arg=0xb4ea2000) = -1 (Bad address)
[child0:4720] [166] ioctl(fd=259, cmd=0x40085020, arg=0xb3aa2000) = -1 (Bad address)
[child0:4720] [167] ioctl(fd=259, cmd=0x80085011, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [168] ioctl(fd=259, cmd=0x80085031, arg=0xb68a2000) = -1 (Bad address)
[child0:4720] [169] ioctl(fd=259, cmd=0x80012, arg=0xb6da4000) = -1 (I/O error)
[child0:4720] [170] ioctl(fd=259, cmd=0x80085002, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [171] ioctl(fd=259, cmd=0x80013, arg=0x0) = 0
[child0:4720] [172] ioctl(fd=259, cmd=0x4008501a, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [173] ioctl(fd=259, cmd=0x4008500b, arg=0xb58a2000) = -1 (Bad address)
[child0:4720] [174] ioctl(fd=259, cmd=0x40085001, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [175] ioctl(fd=259, cmd=0x40085005, arg=0xffffffff) = -1 (Bad address)
[child0:4720] [176] ioctl(fd=259, cmd=0x4008502a, arg=0xc0008000) = -1 (Not a typewriter)
[child0:4720] [177] ioctl(fd=259, cmd=0x4008502c, arg=0x90000000) = -1 (Bad address)
[child0:4720] [178] ioctl(fd=259, cmd=0x8008500c, arg=0xb5ca2000) = -1 (Bad address)
[child0:4720] [179] ioctl(fd=259, cmd=0x80085010, arg=0xc0008000) = -1 (Not a typewriter)
[child0:4720] [180] ioctl(fd=259, cmd=0x40080008, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [181] ioctl(fd=259, cmd=0x80084502, arg=0xc0008000) = -1 (Not a typewriter)
[child0:4720] [182] ioctl(fd=259, cmd=0x8500f, arg=0xfffffffe) = 0
[child0:4720] [183] ioctl(fd=259, cmd=0x4008000e, arg=0xa5005000) = -1 (Bad address)
[child0:4720] [184] ioctl(fd=259, cmd=0x85032, arg=0x84000a99) = -1 (I/O error)
[child0:4720] [185] ioctl(fd=259, cmd=0x80085015, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [186] ioctl(fd=259, cmd=0x8500f, arg=0xb5ca2000) = 0
[child0:4720] [187] ioctl(fd=259, cmd=0x80085006, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [188] ioctl(fd=259, cmd=0xc0080001, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [189] ioctl(fd=259, cmd=0x80085011, arg=0xb6da2000) = -1 (Bad address)
[child0:4720] [190] ioctl(fd=259, cmd=0x8000d, arg=0xffff1c99) = 0
[child0:4720] [191] ioctl(fd=259, cmd=0x80011, arg=0xff1c6f44) = -1 (I/O error)
[child0:4720] [192] ioctl(fd=259, cmd=0x80085023, arg=0xff807ffd) = -1 (Not a typewriter)
[child0:4720] [193] ioctl(fd=259, cmd=0x8008500a, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [194] ioctl(fd=259, cmd=0x80085017, arg=0xb58a2000) = -1 (Bad address)
[child0:4720] [195] ioctl(fd=259, cmd=0x40085005, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [196] ioctl(fd=259, cmd=0x40085030, arg=0xb66a2000) = -1 (Bad address)
[child0:4720] [197] ioctl(fd=259, cmd=0x80085010, arg=0xb6da2000) = -1 (Not a typewriter)
[child0:4720] [198] ioctl(fd=259, cmd=0x40080006, arg=0xb6da6000) = -1 (Bad address)
[child0:4720] [199] ioctl(fd=259, cmd=0x40085016, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [200] ioctl(fd=259, cmd=0x8008500e, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [201] ioctl(fd=259, cmd=0x85032, arg=0xc0008000) = -1 (I/O error)
[child0:4720] [202] ioctl(fd=259, cmd=0x40080006, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [203] ioctl(fd=259, cmd=0x80085017, arg=0x986d7a45) = -1 (Bad address)
[child0:4720] [204] ioctl(fd=259, cmd=0x8008500a, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [205] ioctl(fd=259, cmd=0x8008501f, arg=0xb4ea2000) = -1 (Bad address)
[child0:4720] [206] ioctl(fd=259, cmd=0x80085013, arg=0x79fee276) = -1 (Bad address)
[child0:4720] [207] ioctl(fd=259, cmd=0x40085003, arg=0xb68a2000) = -1 (Bad address)
[child0:4720] [208] ioctl(fd=259, cmd=0x80085006, arg=0x7fffffff) = -1 (Bad address)
[child0:4720] [209] ioctl(fd=259, cmd=0x8008501b, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [210] ioctl(fd=259, cmd=0x80085002, arg=0xb66a2000) = -1 (I/O error)
[child0:4720] [211] ioctl(fd=259, cmd=0x80085004, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [212] ioctl(fd=259, cmd=0x40085007, arg=0xb6aa2000) = -1 (Bad address)
[child0:4720] [213] ioctl(fd=259, cmd=0x40080003, arg=0x7fffffff) = -1 (Bad address)
[child0:4720] [214] ioctl(fd=259, cmd=0x40080005, arg=0xc0008000) = -1 (Not a typewriter)
[child0:4720] [215] ioctl(fd=259, cmd=0x80085002, arg=0xfff7f3bf) = -1 (Bad address)
[child0:4720] [216] ioctl(fd=259, cmd=0x40080014, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [217] ioctl(fd=259, cmd=0x4008000f, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [218] ioctl(fd=259, cmd=0x4008000f, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [219] ioctl(fd=259, cmd=0x4008502f, arg=0x100) = -1 (Bad address)
[child0:4720] [220] ioctl(fd=259, cmd=0xc0080001, arg=0xb6da6000) = -1 (Bad address)
[child0:4720] [221] ioctl(fd=259, cmd=0x80085021, arg=0x0) = -1 (Bad address)
[child0:4720] [222] ioctl(fd=259, cmd=0xc0080001, arg=0xb6aa2000) = -1 (Bad address)
[child0:4720] [223] ioctl(fd=259, cmd=0x40085009, arg=0xffefffff) = -1 (Bad address)
[child0:4720] [224] ioctl(fd=259, cmd=0x80013, arg=0xfb0b8be7) = 0
[child0:4720] [225] ioctl(fd=259, cmd=0x80085031, arg=0xb6ba2000) = -1 (Bad address)
[child0:4720] [226] ioctl(fd=259, cmd=0x40080016, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [227] ioctl(fd=259, cmd=0x40085012, arg=0xb6da4000) = -1 (Bad address)
[child0:4720] [228] ioctl(fd=259, cmd=0x40085016, arg=0xb44a2000) = -1 (Bad address)
[child0:4720] [229] ioctl(fd=259, cmd=0x4008502f, arg=0xb66a2000) = -1 (Bad address)
[child0:4720] [230] ioctl(fd=259, cmd=0x4008502f, arg=0x84006002) = -1 (Bad address)
[child0:4720] [231] ioctl(fd=259, cmd=0x4008502a, arg=0xb5ca2000) = -1 (Not a typewriter)
[child0:4720] [232] ioctl(fd=259, cmd=0x80080004, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [233] ioctl(fd=259, cmd=0x40085026, arg=0x80000800) = -1 (Not a typewriter)
[child0:4720] [234] ioctl(fd=259, cmd=0x4008000b, arg=0xbf800000) = -1 (Bad address)
[child0:4720] [235] ioctl(fd=259, cmd=0x85032, arg=0xb66a2000) = -1 (I/O error)
[child0:4720] [236] ioctl(fd=259, cmd=0x80085027, arg=0xc0008000) = -1 (Not a typewriter)
[child0:4720] [237] ioctl(fd=259, cmd=0x40085003, arg=0xb58a2000) = -1 (Bad address)
[child0:4720] [238] ioctl(fd=259, cmd=0x80085010, arg=0xb60a2000) = -1 (Not a typewriter)
[child0:4720] [239] ioctl(fd=259, cmd=0x40085022, arg=0xb60a2000) = -1 (Not a typewriter)
[child0:4720] [240] ioctl(fd=259, cmd=0x8008502b, arg=0xb60a2000) = -1 (Not a typewriter)
[child0:4720] [241] ioctl(fd=259, cmd=0x40080006, arg=0x80000000) = -1 (Bad address)
[child0:4720] [242] ioctl(fd=259, cmd=0x4008501a, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [243] ioctl(fd=259, cmd=0x85032, arg=0x80000000) = -1 (I/O error)
[child0:4720] [244] ioctl(fd=259, cmd=0x8008500c, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [245] ioctl(fd=259, cmd=0x80011, arg=0x10c4914a) = -1 (I/O error)
[child0:4720] [246] ioctl(fd=259, cmd=0x8008502e, arg=0xb6da4000) = -1 (Bad address)
[child0:4720] [247] ioctl(fd=259, cmd=0x80085011, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [248] ioctl(fd=259, cmd=0x4008000b, arg=0xc0516551) = -1 (Bad address)
[child0:4720] [249] ioctl(fd=259, cmd=0x80085027, arg=0x800002) = -1 (Not a typewriter)
[child0:4720] [250] ioctl(fd=259, cmd=0x8008502b, arg=0xc0008000) = -1 (Not a typewriter)
[child0:4720] [251] ioctl(fd=259, cmd=0x40085005, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [252] ioctl(fd=259, cmd=0x40085022, arg=0xb44a2000) = -1 (Not a typewriter)
[child0:4720] [253] ioctl(fd=259, cmd=0x8008500a, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [254] ioctl(fd=259, cmd=0x4008000e, arg=0x0) = -1 (Bad address)
[child0:4720] [255] ioctl(fd=259, cmd=0xc0080001, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [256] ioctl(fd=259, cmd=0x4008500b, arg=0xffdefff5) = -1 (Bad address)
[child0:4720] [257] ioctl(fd=259, cmd=0x40080003, arg=0xffff0000) = -1 (Bad address)
[child0:4720] [258] ioctl(fd=259, cmd=0x8008500c, arg=0xffffffff) = -1 (Bad address)
[child0:4720] [259] ioctl(fd=259, cmd=0x4008500b, arg=0xb6ca2000) = -1 (Bad address)
[child0:4720] [260] ioctl(fd=259, cmd=0x700f, arg=0xc0008000) = -1 (Not a typewriter)
[child0:4720] [261] ioctl(fd=259, cmd=0x80085004, arg=0xfffff001) = -1 (Bad address)
[child0:4720] [262] ioctl(fd=259, cmd=0x80085021, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [263] ioctl(fd=259, cmd=0x40080010, arg=0x40000064) = -1 (Bad address)
[child0:4720] [264] ioctl(fd=259, cmd=0x80085019, arg=0xc0008000) = -1 (Bad address)
[child0:4720] [265] ioctl(fd=259, cmd=0x4008501c, arg=0x8f56d000) = -1 (Bad address)
[child0:4720] [266] ioctl(fd=259, cmd=0x8000d, arg=0xb6da6000) = 0
