[child1:4721] [0] ioctl(fd=259, cmd=0x4008501a, arg=0x9b3fc000) = -1 (Bad address)
[child1:4721] [44] ioctl(fd=259, cmd=0x40080005, arg=0xa0003fff) = -1 (Not a typewriter)
[child1:4721] [45] ioctl(fd=259, cmd=0x8008502e, arg=0xffffc9c9) = -1 (Bad address)
[child1:4721] [46] ioctl(fd=259, cmd=0x4008501a, arg=0x5ebf3000) = -1 (Bad address)
[child1:4721] [47] ioctl(fd=259, cmd=0x4008500b, arg=0xb68a2000) = -1 (Bad address)
[child1:4721] [48] ioctl(fd=259, cmd=0, arg=0xb44a2000) = -1 (Not a typewriter)
[child1:4721] [49] ioctl(fd=259, cmd=0x8008502d, arg=0xb6da6000) = -1 (Bad address)
[child1:4721] [50] ioctl(fd=259, cmd=0x8008501b, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [51] ioctl(fd=259, cmd=0x80080004, arg=0xb6ca2000) = -1 (Bad address)
[child1:4721] [52] ioctl(fd=259, cmd=0x8008502e, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [53] ioctl(fd=259, cmd=0x80085023, arg=0xb66a2000) = -1 (Not a typewriter)
[child1:4721] [54] ioctl(fd=259, cmd=0x40085018, arg=0xb6aa2000) = -1 (Bad address)
[child1:4721] [55] ioctl(fd=259, cmd=0x40080008, arg=0x88161000) = -1 (Bad address)
[child1:4721] [56] ioctl(fd=259, cmd=0x40046307, arg=0xc0008000) = -1 (Not a typewriter)
[child1:4721] [57] ioctl(fd=259, cmd=0x8008502e, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [58] ioctl(fd=259, cmd=0x80085015, arg=0xb6da6000) = -1 (I/O error)
[child1:4721] [59] ioctl(fd=259, cmd=0x4008500b, arg=0xb6aa2000) = -1 (Bad address)
[child1:4721] [60] ioctl(fd=259, cmd=0x40080000, arg=0xb91a10b4) = -1 (Not a typewriter)
[child1:4721] [61] ioctl(fd=259, cmd=0x4008502c, arg=0xffffe657) = -1 (Bad address)
[child1:4721] [62] ioctl(fd=259, cmd=0x4008502a, arg=0xffffff47) = -1 (Not a typewriter)
[child1:4721] [63] ioctl(fd=259, cmd=0x40085026, arg=0xb6aa2000) = -1 (Not a typewriter)
[child1:4721] [64] ioctl(fd=259, cmd=0x80080004, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [65] ioctl(fd=259, cmd=0x40085005, arg=0xb68a2000) = -1 (Bad address)
[child1:4721] [66] ioctl(fd=259, cmd=0x40080010, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [67] ioctl(fd=259, cmd=0x40080003, arg=0xb6da4000) = -1 (Bad address)
[child1:4721] [68] ioctl(fd=259, cmd=0x80085011, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [69] ioctl(fd=259, cmd=0x8500f, arg=0xc0008000) = 0
[child1:4721] [70] ioctl(fd=259, cmd=0x40080014, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [71] ioctl(fd=259, cmd=0, arg=0xa4) = -1 (Not a typewriter)
[child1:4721] [72] ioctl(fd=259, cmd=0x40085030, arg=0xb6ca2000) = -1 (Bad address)
[child1:4721] [73] ioctl(fd=259, cmd=0x80011, arg=0xfafd1ff7) = -1 (I/O error)
[child1:4721] [74] ioctl(fd=259, cmd=0x4008502a, arg=0xc0008000) = -1 (Not a typewriter)
[child1:4721] [75] ioctl(fd=259, cmd=0x40085030, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [76] ioctl(fd=259, cmd=0x40085007, arg=0xb6da6000) = -1 (Bad address)
[child1:4721] [77] ioctl(fd=259, cmd=0x40085012, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [78] ioctl(fd=259, cmd=0x4008000a, arg=0xb68a2000) = -1 (Not a typewriter)
[child1:4721] [79] ioctl(fd=259, cmd=0, arg=0xb6ca2000) = -1 (Not a typewriter)
[child1:4721] [80] ioctl(fd=259, cmd=0x4008501e, arg=0x94622000) = -1 (Bad address)
[child1:4721] [81] ioctl(fd=259, cmd=0x40085018, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [82] ioctl(fd=259, cmd=0x40085028, arg=0xffffffef) = -1 (Not a typewriter)
[child1:4721] [83] ioctl(fd=259, cmd=0x4008502a, arg=0xb68a2000) = -1 (Not a typewriter)
[child1:4721] [84] ioctl(fd=259, cmd=0x80080004, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [85] ioctl(fd=259, cmd=0x4008500d, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [86] ioctl(fd=259, cmd=0x4008000a, arg=0xc0008000) = -1 (Not a typewriter)
[child1:4721] [87] ioctl(fd=259, cmd=0x80085006, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [88] ioctl(fd=259, cmd=0x40085030, arg=0xb6da2000) = -1 (Bad address)
[child1:4721] [89] ioctl(fd=259, cmd=0x40085018, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [90] ioctl(fd=259, cmd=0x80085011, arg=0xb6ba2000) = -1 (Bad address)
[child1:4721] [91] ioctl(fd=259, cmd=0x80080004, arg=0xb6da2000) = -1 (Bad address)
[child1:4721] [92] ioctl(fd=259, cmd=0x4008000f, arg=0xb58a2000) = -1 (Bad address)
[child1:4721] [93] ioctl(fd=259, cmd=0x8008500a, arg=0x0) = -1 (Bad address)
[child1:4721] [94] ioctl(fd=259, cmd=0x40085026, arg=0xc70fe7a0) = -1 (Not a typewriter)
[child1:4721] [95] ioctl(fd=259, cmd=0x80085011, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [96] ioctl(fd=259, cmd=0x40080016, arg=0xb5ca2000) = -1 (Bad address)
[child1:4721] [97] ioctl(fd=259, cmd=0x40080006, arg=0xd0000000) = -1 (Bad address)
[child1:4721] [98] ioctl(fd=259, cmd=0x80085029, arg=0x107e7e7e) = -1 (Not a typewriter)
[child1:4721] [99] ioctl(fd=259, cmd=0x40085012, arg=0xc0000000) = -1 (Bad address)
[child1:4721] [100] ioctl(fd=259, cmd=0x80085021, arg=0x7f742ae9) = -1 (Bad address)
[child1:4721] [101] ioctl(fd=259, cmd=0x40085026, arg=0xb58a2000) = -1 (Not a typewriter)
[child1:4721] [102] ioctl(fd=259, cmd=0x40085001, arg=0x840000ff) = -1 (Bad address)
[child1:4721] [103] ioctl(fd=259, cmd=0x40085026, arg=0xb3aa2000) = -1 (Not a typewriter)
[child1:4721] [104] ioctl(fd=259, cmd=0x80085006, arg=0x15201028) = -1 (Bad address)
[child1:4721] [105] ioctl(fd=259, cmd=0x4008500b, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [106] ioctl(fd=259, cmd=0x40085016, arg=0xffffff90) = -1 (Bad address)
[child1:4721] [107] ioctl(fd=259, cmd=0x4008502c, arg=0x8200000c) = -1 (Bad address)
[child1:4721] [108] ioctl(fd=259, cmd=0x4008000f, arg=0xb64a2000) = -1 (Bad address)
[child1:4721] [109] ioctl(fd=259, cmd=0x40080003, arg=0xb6da4000) = -1 (Bad address)
[child1:4721] [110] ioctl(fd=259, cmd=0x8008502d, arg=0xb3aa2000) = -1 (Bad address)
[child1:4721] [111] ioctl(fd=259, cmd=0x80080004, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [112] ioctl(fd=259, cmd=0x8008500c, arg=0xb66a2000) = -1 (Bad address)
[child1:4721] [113] ioctl(fd=259, cmd=0x80085029, arg=0x83818181) = -1 (Not a typewriter)
[child1:4721] [114] ioctl(fd=259, cmd=0x80080004, arg=0x0) = -1 (Bad address)
[child1:4721] [115] ioctl(fd=259, cmd=0x80011, arg=0xb6ba2000) = -1 (I/O error)
[child1:4721] [116] ioctl(fd=259, cmd=0x80085008, arg=0xcc0007ff) = -1 (Bad address)
[child1:4721] [117] ioctl(fd=259, cmd=0x8008502e, arg=0xff8b6ea3) = -1 (Bad address)
[child1:4721] [118] ioctl(fd=259, cmd=0x4008000e, arg=0xfffff5ff) = -1 (Bad address)
[child1:4721] [119] ioctl(fd=259, cmd=0x40080005, arg=0xb60a2000) = -1 (Not a typewriter)
[child1:4721] [120] ioctl(fd=259, cmd=0x40080005, arg=0xb66a2000) = -1 (Not a typewriter)
[child1:4721] [121] ioctl(fd=259, cmd=0x40085009, arg=0xfff7ffbf) = -1 (Bad address)
[child1:4721] [122] ioctl(fd=259, cmd=0x8500f, arg=0xffffffff) = 0
[child1:4721] [123] ioctl(fd=259, cmd=0x80085004, arg=0xffbfffff) = -1 (Bad address)
[child1:4721] [124] ioctl(fd=259, cmd=0x8008501b, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [125] ioctl(fd=259, cmd=0x8008500a, arg=0xfffffffe) = -1 (Bad address)
[child1:4721] [126] ioctl(fd=259, cmd=0x40080000, arg=0x81000002) = -1 (Not a typewriter)
[child1:4721] [127] ioctl(fd=259, cmd=0x80080004, arg=0xb4ea2000) = -1 (Bad address)
[child1:4721] [128] ioctl(fd=259, cmd=0x40080010, arg=0xd6300016) = -1 (Bad address)
[child1:4721] [129] ioctl(fd=259, cmd=0x80011, arg=0xb6da2000) = -1 (I/O error)
[child1:4721] [130] ioctl(fd=259, cmd=0x40085030, arg=0x84002250) = -1 (Bad address)
[child1:4721] [131] ioctl(fd=259, cmd=0x80012, arg=0xb6da4000) = -1 (I/O error)
[child1:4721] [132] ioctl(fd=259, cmd=0x80085029, arg=0xb6ca2000) = -1 (Not a typewriter)
[child1:4721] [133] ioctl(fd=259, cmd=0x80085006, arg=0xa8be3e51) = -1 (Bad address)
[child1:4721] [134] ioctl(fd=259, cmd=0x8008500c, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [135] ioctl(fd=259, cmd=0x8008500c, arg=0xa50a4280) = -1 (Bad address)
[child1:4721] [136] ioctl(fd=259, cmd=0x4008501e, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [137] ioctl(fd=259, cmd=0x8008501b, arg=0xb3aa2000) = -1 (Bad address)
[child1:4721] [138] ioctl(fd=259, cmd=0x40085028, arg=0x80000000) = -1 (Not a typewriter)
[child1:4721] [139] ioctl(fd=259, cmd=0x8008500e, arg=0x220000fe) = -1 (Bad address)
[child1:4721] [140] ioctl(fd=259, cmd=0x80011, arg=0xb66a2000) = -1 (I/O error)
[child1:4721] [141] ioctl(fd=259, cmd=0x8008502d, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [142] ioctl(fd=259, cmd=0x40085014, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [143] ioctl(fd=259, cmd=0x80085031, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [144] ioctl(fd=259, cmd=0x80085017, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [145] ioctl(fd=259, cmd=0x40085003, arg=0x80fdfdfd) = -1 (Bad address)
[child1:4721] [146] ioctl(fd=259, cmd=0x4008501e, arg=0xb6aa2000) = -1 (Bad address)
[child1:4721] [147] ioctl(fd=259, cmd=0x80085008, arg=0xb6da6000) = -1 (Bad address)
[child1:4721] [148] ioctl(fd=259, cmd=0x80085006, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [149] ioctl(fd=259, cmd=0x40085022, arg=0xb58a2000) = -1 (Not a typewriter)
[child1:4721] [150] ioctl(fd=259, cmd=0x80085015, arg=0x8d005000) = -1 (Bad address)
[child1:4721] [151] ioctl(fd=259, cmd=0x80012, arg=0x10000000) = -1 (I/O error)
[child1:4721] [152] ioctl(fd=259, cmd=0x80085019, arg=0xfffffbff) = -1 (Bad address)
[child1:4721] [153] ioctl(fd=259, cmd=0x40085009, arg=0xb68a2000) = -1 (Bad address)
[child1:4721] [154] ioctl(fd=259, cmd=0xc0080001, arg=0xd1e45000) = -1 (Bad address)
[child1:4721] [155] ioctl(fd=259, cmd=0x40085020, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [156] ioctl(fd=259, cmd=0x8008500a, arg=0xff2d786a) = -1 (Bad address)
[child1:4721] [157] ioctl(fd=259, cmd=0x80080004, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [158] ioctl(fd=259, cmd=0x8008500e, arg=0xb6da4000) = -1 (Bad address)
[child1:4721] [159] ioctl(fd=259, cmd=0x4008502f, arg=0xb3aa2000) = -1 (Bad address)
[child1:4721] [160] ioctl(fd=259, cmd=0x80085006, arg=0xb6da4000) = -1 (Bad address)
[child1:4721] [161] ioctl(fd=259, cmd=0x40085024, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [162] ioctl(fd=259, cmd=0x40085005, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [163] ioctl(fd=259, cmd=0x80085023, arg=0xb6ba2000) = -1 (Not a typewriter)
[child1:4721] [164] ioctl(fd=259, cmd=0x40085009, arg=0xb60a2000) = -1 (Bad address)
[child1:4721] [165] ioctl(fd=259, cmd=0x8008501b, arg=0xb4ea2000) = -1 (Bad address)
[child1:4721] [166] ioctl(fd=259, cmd=0x40085020, arg=0xb3aa2000) = -1 (Bad address)
[child1:4721] [167] ioctl(fd=259, cmd=0x80085011, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [168] ioctl(fd=259, cmd=0x80085031, arg=0xb68a2000) = -1 (Bad address)
[child1:4721] [169] ioctl(fd=259, cmd=0x80012, arg=0xb6da4000) = -1 (I/O error)
[child1:4721] [170] ioctl(fd=259, cmd=0x80085002, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [171] ioctl(fd=259, cmd=0x80013, arg=0x0) = 0
[child1:4721] [172] ioctl(fd=259, cmd=0x4008501a, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [173] ioctl(fd=259, cmd=0x4008500b, arg=0xb58a2000) = -1 (Bad address)
[child1:4721] [174] ioctl(fd=259, cmd=0x40085001, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [175] ioctl(fd=259, cmd=0x40085005, arg=0xffffffff) = -1 (Bad address)
[child1:4721] [176] ioctl(fd=259, cmd=0x4008502a, arg=0xc0008000) = -1 (Not a typewriter)
[child1:4721] [177] ioctl(fd=259, cmd=0x4008502c, arg=0x90000000) = -1 (Bad address)
[child1:4721] [178] ioctl(fd=259, cmd=0x8008500c, arg=0xb5ca2000) = -1 (Bad address)
[child1:4721] [179] ioctl(fd=259, cmd=0x80085010, arg=0xc0008000) = -1 (Not a typewriter)
[child1:4721] [180] ioctl(fd=259, cmd=0x40080008, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [181] ioctl(fd=259, cmd=0x80084502, arg=0xc0008000) = -1 (Not a typewriter)
[child1:4721] [182] ioctl(fd=259, cmd=0x8500f, arg=0xfffffffe) = 0
[child1:4721] [183] ioctl(fd=259, cmd=0x4008000e, arg=0xa5005000) = -1 (Bad address)
[child1:4721] [184] ioctl(fd=259, cmd=0x85032, arg=0x84000a99) = -1 (I/O error)
[child1:4721] [185] ioctl(fd=259, cmd=0x80085015, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [186] ioctl(fd=259, cmd=0x8500f, arg=0xb5ca2000) = 0
[child1:4721] [187] ioctl(fd=259, cmd=0x80085006, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [188] ioctl(fd=259, cmd=0xc0080001, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [189] ioctl(fd=259, cmd=0x80085011, arg=0xb6da2000) = -1 (Bad address)
[child1:4721] [190] ioctl(fd=259, cmd=0x8000d, arg=0xffff1c99) = 0
[child1:4721] [191] ioctl(fd=259, cmd=0x80011, arg=0xff1c6f44) = -1 (I/O error)
[child1:4721] [192] ioctl(fd=259, cmd=0x80085023, arg=0xff807ffd) = -1 (Not a typewriter)
[child1:4721] [193] ioctl(fd=259, cmd=0x8008500a, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [194] ioctl(fd=259, cmd=0x80085017, arg=0xb58a2000) = -1 (Bad address)
[child1:4721] [195] ioctl(fd=259, cmd=0x40085005, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [196] ioctl(fd=259, cmd=0x40085030, arg=0xb66a2000) = -1 (Bad address)
[child1:4721] [197] ioctl(fd=259, cmd=0x80085010, arg=0xb6da2000) = -1 (Not a typewriter)
[child1:4721] [198] ioctl(fd=259, cmd=0x40080006, arg=0xb6da6000) = -1 (Bad address)
[child1:4721] [199] ioctl(fd=259, cmd=0x40085016, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [200] ioctl(fd=259, cmd=0x8008500e, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [201] ioctl(fd=259, cmd=0x85032, arg=0xc0008000) = -1 (I/O error)
[child1:4721] [202] ioctl(fd=259, cmd=0x40080006, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [203] ioctl(fd=259, cmd=0x80085017, arg=0x986d7a45) = -1 (Bad address)
[child1:4721] [204] ioctl(fd=259, cmd=0x8008500a, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [205] ioctl(fd=259, cmd=0x8008501f, arg=0xb4ea2000) = -1 (Bad address)
[child1:4721] [206] ioctl(fd=259, cmd=0x80085013, arg=0x79fee276) = -1 (Bad address)
[child1:4721] [207] ioctl(fd=259, cmd=0x40085003, arg=0xb68a2000) = -1 (Bad address)
[child1:4721] [208] ioctl(fd=259, cmd=0x80085006, arg=0x7fffffff) = -1 (Bad address)
[child1:4721] [209] ioctl(fd=259, cmd=0x8008501b, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [210] ioctl(fd=259, cmd=0x80085002, arg=0xb66a2000) = -1 (I/O error)
[child1:4721] [211] ioctl(fd=259, cmd=0x80085004, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [212] ioctl(fd=259, cmd=0x40085007, arg=0xb6aa2000) = -1 (Bad address)
[child1:4721] [213] ioctl(fd=259, cmd=0x40080003, arg=0x7fffffff) = -1 (Bad address)
[child1:4721] [214] ioctl(fd=259, cmd=0x40080005, arg=0xc0008000) = -1 (Not a typewriter)
[child1:4721] [215] ioctl(fd=259, cmd=0x80085002, arg=0xfff7f3bf) = -1 (Bad address)
[child1:4721] [216] ioctl(fd=259, cmd=0x40080014, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [217] ioctl(fd=259, cmd=0x4008000f, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [218] ioctl(fd=259, cmd=0x4008000f, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [219] ioctl(fd=259, cmd=0x4008502f, arg=0x100) = -1 (Bad address)
[child1:4721] [220] ioctl(fd=259, cmd=0xc0080001, arg=0xb6da6000) = -1 (Bad address)
[child1:4721] [221] ioctl(fd=259, cmd=0x80085021, arg=0x0) = -1 (Bad address)
[child1:4721] [222] ioctl(fd=259, cmd=0xc0080001, arg=0xb6aa2000) = -1 (Bad address)
[child1:4721] [223] ioctl(fd=259, cmd=0x40085009, arg=0xffefffff) = -1 (Bad address)
[child1:4721] [224] ioctl(fd=259, cmd=0x80013, arg=0xfb0b8be7) = 0
[child1:4721] [225] ioctl(fd=259, cmd=0x80085031, arg=0xb6ba2000) = -1 (Bad address)
[child1:4721] [226] ioctl(fd=259, cmd=0x40080016, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [227] ioctl(fd=259, cmd=0x40085012, arg=0xb6da4000) = -1 (Bad address)
[child1:4721] [228] ioctl(fd=259, cmd=0x40085016, arg=0xb44a2000) = -1 (Bad address)
[child1:4721] [229] ioctl(fd=259, cmd=0x4008502f, arg=0xb66a2000) = -1 (Bad address)
[child1:4721] [230] ioctl(fd=259, cmd=0x4008502f, arg=0x84006002) = -1 (Bad address)
[child1:4721] [231] ioctl(fd=259, cmd=0x4008502a, arg=0xb5ca2000) = -1 (Not a typewriter)
[child1:4721] [232] ioctl(fd=259, cmd=0x80080004, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [233] ioctl(fd=259, cmd=0x40085026, arg=0x80000800) = -1 (Not a typewriter)
[child1:4721] [234] ioctl(fd=259, cmd=0x4008000b, arg=0xbf800000) = -1 (Bad address)
[child1:4721] [235] ioctl(fd=259, cmd=0x85032, arg=0xb66a2000) = -1 (I/O error)
[child1:4721] [236] ioctl(fd=259, cmd=0x80085027, arg=0xc0008000) = -1 (Not a typewriter)
[child1:4721] [237] ioctl(fd=259, cmd=0x40085003, arg=0xb58a2000) = -1 (Bad address)
[child1:4721] [238] ioctl(fd=259, cmd=0x80085010, arg=0xb60a2000) = -1 (Not a typewriter)
[child1:4721] [239] ioctl(fd=259, cmd=0x40085022, arg=0xb60a2000) = -1 (Not a typewriter)
[child1:4721] [240] ioctl(fd=259, cmd=0x8008502b, arg=0xb60a2000) = -1 (Not a typewriter)
[child1:4721] [241] ioctl(fd=259, cmd=0x40080006, arg=0x80000000) = -1 (Bad address)
[child1:4721] [242] ioctl(fd=259, cmd=0x4008501a, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [243] ioctl(fd=259, cmd=0x85032, arg=0x80000000) = -1 (I/O error)
[child1:4721] [244] ioctl(fd=259, cmd=0x8008500c, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [245] ioctl(fd=259, cmd=0x80011, arg=0x10c4914a) = -1 (I/O error)
[child1:4721] [246] ioctl(fd=259, cmd=0x8008502e, arg=0xb6da4000) = -1 (Bad address)
[child1:4721] [247] ioctl(fd=259, cmd=0x80085011, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [248] ioctl(fd=259, cmd=0x4008000b, arg=0xc0516551) = -1 (Bad address)
[child1:4721] [249] ioctl(fd=259, cmd=0x80085027, arg=0x800002) = -1 (Not a typewriter)
[child1:4721] [250] ioctl(fd=259, cmd=0x8008502b, arg=0xc0008000) = -1 (Not a typewriter)
[child1:4721] [251] ioctl(fd=259, cmd=0x40085005, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [252] ioctl(fd=259, cmd=0x40085022, arg=0xb44a2000) = -1 (Not a typewriter)
[child1:4721] [253] ioctl(fd=259, cmd=0x8008500a, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [254] ioctl(fd=259, cmd=0x4008000e, arg=0x0) = -1 (Bad address)
[child1:4721] [255] ioctl(fd=259, cmd=0xc0080001, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [256] ioctl(fd=259, cmd=0x4008500b, arg=0xffdefff5) = -1 (Bad address)
[child1:4721] [257] ioctl(fd=259, cmd=0x40080003, arg=0xffff0000) = -1 (Bad address)
[child1:4721] [258] ioctl(fd=259, cmd=0x8008500c, arg=0xffffffff) = -1 (Bad address)
[child1:4721] [259] ioctl(fd=259, cmd=0x4008500b, arg=0xb6ca2000) = -1 (Bad address)
[child1:4721] [260] ioctl(fd=259, cmd=0x700f, arg=0xc0008000) = -1 (Not a typewriter)
[child1:4721] [261] ioctl(fd=259, cmd=0x80085004, arg=0xfffff001) = -1 (Bad address)
[child1:4721] [262] ioctl(fd=259, cmd=0x80085021, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [263] ioctl(fd=259, cmd=0x40080010, arg=0x40000064) = -1 (Bad address)
[child1:4721] [264] ioctl(fd=259, cmd=0x80085019, arg=0xc0008000) = -1 (Bad address)
[child1:4721] [265] ioctl(fd=259, cmd=0x4008501c, arg=0x8f56d000) = -1 (Bad address)
[child1:4721] [266] ioctl(fd=259, cmd=0x8000d, arg=0xb6da6000) = 0
