[child1:5067] [0] ioctl(fd=259, cmd=0x40080005, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [24] ioctl(fd=259, cmd=0x40080005, arg=0xb68bd000) = -1 (Not a typewriter)
[child1:5067] [25] ioctl(fd=259, cmd=0x40085001, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [26] ioctl(fd=259, cmd=0x40080014, arg=0xac62a2df) = -1 (Bad address)
[child1:5067] [27] ioctl(fd=259, cmd=0x4008502f, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [28] ioctl(fd=259, cmd=0x4008501c, arg=0xb66bd000) = -1 (Bad address)
[child1:5067] [29] ioctl(fd=259, cmd=0x40085030, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [30] ioctl(fd=259, cmd=0x8008502e, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [31] ioctl(fd=259, cmd=0x80011, arg=0x8000ffff) = -1 (I/O error)
[child1:5067] [32] ioctl(fd=259, cmd=0x40085020, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [33] ioctl(fd=259, cmd=0x80085013, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [34] ioctl(fd=259, cmd=0x80085029, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [35] ioctl(fd=259, cmd=0x8008501d, arg=0xb6bbd000) = -1 (Bad address)
[child1:5067] [36] ioctl(fd=259, cmd=0x4008501a, arg=0xb44bd000) = -1 (Bad address)
[child1:5067] [37] ioctl(fd=259, cmd=0x4008000b, arg=0xffffffdb) = -1 (Bad address)
[child1:5067] [38] ioctl(fd=259, cmd=0x80085019, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [39] ioctl(fd=259, cmd=0x80085006, arg=0xffffffff) = -1 (Bad address)
[child1:5067] [40] ioctl(fd=259, cmd=0x8008500e, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [41] ioctl(fd=259, cmd=0xc0080001, arg=0xffffff7f) = -1 (Bad address)
[child1:5067] [42] ioctl(fd=259, cmd=0x40080000, arg=0xbf800000) = -1 (Not a typewriter)
[child1:5067] [43] ioctl(fd=259, cmd=0x80085006, arg=0x8800ff7c) = -1 (Bad address)
[child1:5067] [44] ioctl(fd=259, cmd=0x40085026, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [45] ioctl(fd=259, cmd=0x80085023, arg=0x3ffa9fff) = -1 (Not a typewriter)
[child1:5067] [46] ioctl(fd=259, cmd=0x80085017, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [47] ioctl(fd=259, cmd=0x80085010, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [48] ioctl(fd=259, cmd=0x80085029, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [49] ioctl(fd=259, cmd=0x80011, arg=0xc0008000) = -1 (I/O error)
[child1:5067] [50] ioctl(fd=259, cmd=0x8000d, arg=0xb4ebd000) = 0
[child1:5067] [51] ioctl(fd=259, cmd=0x8008501f, arg=0xb66bd000) = -1 (Bad address)
[child1:5067] [52] ioctl(fd=259, cmd=0x80085004, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [53] ioctl(fd=259, cmd=0x80085017, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [54] ioctl(fd=259, cmd=0x40080006, arg=0xb6dbf000) = -1 (Bad address)
[child1:5067] [55] ioctl(fd=259, cmd=0x40085018, arg=0xb68bd000) = -1 (Bad address)
[child1:5067] [56] ioctl(fd=259, cmd=0x4008500d, arg=0xffffefff) = -1 (Bad address)
[child1:5067] [57] ioctl(fd=259, cmd=0x8008502d, arg=0xffffffff) = -1 (Bad address)
[child1:5067] [58] ioctl(fd=259, cmd=0x4008500b, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [59] ioctl(fd=259, cmd=0x40085028, arg=0x18797979) = -1 (Not a typewriter)
[child1:5067] [60] ioctl(fd=259, cmd=0x8008500c, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [61] ioctl(fd=259, cmd=0x40080003, arg=0xb68bd000) = -1 (Bad address)
[child1:5067] [62] ioctl(fd=259, cmd=0x80085019, arg=0xb68bd000) = -1 (Bad address)
[child1:5067] [63] ioctl(fd=259, cmd=0x80085017, arg=0xb6abd000) = -1 (Bad address)
[child1:5067] [64] ioctl(fd=259, cmd=0x80085008, arg=0xb6abd000) = -1 (Bad address)
[child1:5067] [65] ioctl(fd=259, cmd=0x80085027, arg=0xfb8a3e0b) = -1 (Not a typewriter)
[child1:5067] [66] ioctl(fd=259, cmd=0x8008502e, arg=0xb60bd000) = -1 (Bad address)
[child1:5067] [67] ioctl(fd=259, cmd=0x8008501d, arg=0xffffff4d) = -1 (Bad address)
[child1:5067] [68] ioctl(fd=259, cmd=0x40080006, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [69] ioctl(fd=259, cmd=0x40085009, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [70] ioctl(fd=259, cmd=0x40080005, arg=0xb5cbd000) = -1 (Not a typewriter)
[child1:5067] [71] ioctl(fd=259, cmd=0x8008500a, arg=0xff4c0080) = -1 (Bad address)
[child1:5067] [72] ioctl(fd=259, cmd=0x4008000b, arg=0xff8b98be) = -1 (Bad address)
[child1:5067] [73] ioctl(fd=259, cmd=0x40085001, arg=0xa1212121) = -1 (Bad address)
[child1:5067] [74] ioctl(fd=259, cmd=0x40085003, arg=0xc0000000) = -1 (Bad address)
[child1:5067] [75] ioctl(fd=259, cmd=0x40085033, arg=0xb6dc1000) = -1 (Bad address)
[child1:5067] [76] ioctl(fd=259, cmd=0x40080005, arg=0x47) = -1 (Not a typewriter)
[child1:5067] [77] ioctl(fd=259, cmd=0x85032, arg=0xc0008000) = -1 (I/O error)
[child1:5067] [78] ioctl(fd=259, cmd=0x40080005, arg=0x0) = -1 (Not a typewriter)
[child1:5067] [79] ioctl(fd=259, cmd=0x40085033, arg=0xb60bd000) = -1 (Bad address)
[child1:5067] [80] ioctl(fd=259, cmd=0x4008500b, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [81] ioctl(fd=259, cmd=0x40085014, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [82] ioctl(fd=259, cmd=0x8008500e, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [83] ioctl(fd=259, cmd=0x80085023, arg=0xb6bbd000) = -1 (Not a typewriter)
[child1:5067] [84] ioctl(fd=259, cmd=0x80011, arg=0xc0008000) = 0
[child1:5067] [85] ioctl(fd=259, cmd=0x40085024, arg=0xffff767f) = -1 (Bad address)
[child1:5067] [86] ioctl(fd=259, cmd=0x40085026, arg=0xffffe280) = -1 (Not a typewriter)
[child1:5067] [87] ioctl(fd=259, cmd=0x40085012, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [88] ioctl(fd=259, cmd=0x40080003, arg=0xffffefff) = -1 (Bad address)
[child1:5067] [89] ioctl(fd=259, cmd=0x40085026, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [90] ioctl(fd=259, cmd=0x80002, arg=0xb58bd000) = 0
[child1:5067] [91] ioctl(fd=259, cmd=0x40085018, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [92] ioctl(fd=259, cmd=0x80085013, arg=0xb64bd000) = -1 (I/O error)
[child1:5067] [93] ioctl(fd=259, cmd=0x80085029, arg=0xb58bd000) = -1 (Not a typewriter)
[child1:5067] [94] ioctl(fd=259, cmd=0x80080004, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [95] ioctl(fd=259, cmd=0x8008500e, arg=0xb68bd000) = -1 (Bad address)
[child1:5067] [96] ioctl(fd=259, cmd=0x80085015, arg=0xb6cbd000) = -1 (I/O error)
[child1:5067] [97] ioctl(fd=259, cmd=0x80085010, arg=0xffffff3d) = -1 (Not a typewriter)
[child1:5067] [98] ioctl(fd=259, cmd=0x40085014, arg=0x589a) = -1 (Bad address)
[child1:5067] [99] ioctl(fd=259, cmd=0x80085010, arg=0xff0d01a1) = -1 (Not a typewriter)
[child1:5067] [100] ioctl(fd=259, cmd=0x8008501d, arg=0xffffffeb) = -1 (Bad address)
[child1:5067] [101] ioctl(fd=259, cmd=0x80080004, arg=0xf6b40000) = -1 (Bad address)
[child1:5067] [102] ioctl(fd=259, cmd=0x40080014, arg=0xffffff33) = -1 (Bad address)
[child1:5067] [103] ioctl(fd=259, cmd=0x80085006, arg=0xfffffeff) = -1 (Bad address)
[child1:5067] [104] ioctl(fd=259, cmd=0x80002, arg=0xb6dbf000) = 0
[child1:5067] [105] ioctl(fd=259, cmd=0x40080006, arg=0xbf80007d) = -1 (Bad address)
[child1:5067] [106] ioctl(fd=259, cmd=0x4008500b, arg=0xfffffdff) = -1 (Bad address)
[child1:5067] [107] ioctl(fd=259, cmd=0x40080000, arg=0xc0fffffe) = -1 (Not a typewriter)
[child1:5067] [108] ioctl(fd=259, cmd=0x40085020, arg=0xf574bfff) = -1 (Bad address)
[child1:5067] [109] ioctl(fd=259, cmd=0x40080006, arg=0xffffffff) = -1 (Bad address)
[child1:5067] [110] ioctl(fd=259, cmd=0x8500f, arg=0xb6abd000) = 0
[child1:5067] [111] ioctl(fd=259, cmd=0x80080009, arg=0xffffffdf) = -1 (Bad address)
[child1:5067] [112] ioctl(fd=259, cmd=0x4008000f, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [113] ioctl(fd=259, cmd=0x8500f, arg=0xc0008000) = 0
[child1:5067] [114] ioctl(fd=259, cmd=0x85032, arg=0xc0008000) = -1 (I/O error)
[child1:5067] [115] ioctl(fd=259, cmd=0x8008500e, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [116] ioctl(fd=259, cmd=0x4008000b, arg=0xb8e07fff) = -1 (Bad address)
[child1:5067] [117] ioctl(fd=259, cmd=0x80085002, arg=0xb64bd000) = -1 (I/O error)
[child1:5067] [118] ioctl(fd=259, cmd=0x40085014, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [119] ioctl(fd=259, cmd=0x4008500d, arg=0xb6abd000) = -1 (Bad address)
[child1:5067] [120] ioctl(fd=259, cmd=0x40080014, arg=0x964325fe) = -1 (Bad address)
[child1:5067] [121] ioctl(fd=259, cmd=0x8008502b, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [122] ioctl(fd=259, cmd=0x80085008, arg=0xb60bd000) = -1 (Bad address)
[child1:5067] [123] ioctl(fd=259, cmd=0x8008502e, arg=0xb6abd000) = -1 (Bad address)
[child1:5067] [124] ioctl(fd=259, cmd=0x40085001, arg=0xb6dc1000) = -1 (Bad address)
[child1:5067] [125] ioctl(fd=259, cmd=0x4008501e, arg=0xda227000) = -1 (Bad address)
[child1:5067] [126] ioctl(fd=259, cmd=0, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [127] ioctl(fd=259, cmd=0x80085015, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [128] ioctl(fd=259, cmd=0x40080010, arg=0x80c1d345) = -1 (Bad address)
[child1:5067] [129] ioctl(fd=259, cmd=0x80085004, arg=0xb4ebd000) = -1 (I/O error)
[child1:5067] [130] ioctl(fd=259, cmd=0x80085023, arg=0xb6dbd000) = -1 (Not a typewriter)
[child1:5067] [131] ioctl(fd=259, cmd=0x80085023, arg=0xb68bd000) = -1 (Not a typewriter)
[child1:5067] [132] ioctl(fd=259, cmd=0x40085005, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [133] ioctl(fd=259, cmd=0x4008000e, arg=0xff000400) = -1 (Bad address)
[child1:5067] [134] ioctl(fd=259, cmd=0x8008502b, arg=0xb66bd000) = -1 (Not a typewriter)
[child1:5067] [135] ioctl(fd=259, cmd=0x4008000a, arg=0xb3abd000) = -1 (Not a typewriter)
[child1:5067] [136] ioctl(fd=259, cmd=0x80085023, arg=0xcbe25ff7) = -1 (Not a typewriter)
[child1:5067] [137] ioctl(fd=259, cmd=0, arg=0xb6dc1000) = -1 (Not a typewriter)
[child1:5067] [138] ioctl(fd=259, cmd=0x4008502f, arg=0xcb0aa1b4) = -1 (Bad address)
[child1:5067] [139] ioctl(fd=259, cmd=0x4008502a, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [140] ioctl(fd=259, cmd=0x40080010, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [141] ioctl(fd=259, cmd=0x8008502d, arg=0xfba2d83b) = -1 (Bad address)
[child1:5067] [142] ioctl(fd=259, cmd=0x40085020, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [143] ioctl(fd=259, cmd=0x4008500b, arg=0xb6dc1000) = -1 (Bad address)
[child1:5067] [144] ioctl(fd=259, cmd=0x80080004, arg=0xb64bd000) = -1 (Bad address)
[child1:5067] [145] ioctl(fd=259, cmd=0x8008501f, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [146] ioctl(fd=259, cmd=0x80085021, arg=0x4a000fff) = -1 (Bad address)
[child1:5067] [147] ioctl(fd=259, cmd=0x80085013, arg=0xb44bd000) = -1 (I/O error)
[child1:5067] [148] ioctl(fd=259, cmd=0x80085021, arg=0xff124220) = -1 (Bad address)
[child1:5067] [149] ioctl(fd=259, cmd=0xc0109703, arg=0xb5cbd000) = -1 (Not a typewriter)
[child1:5067] [150] ioctl(fd=259, cmd=0x40085005, arg=0x8ffffffb) = -1 (Bad address)
[child1:5067] [151] ioctl(fd=259, cmd=0x80085021, arg=0xb66bd000) = -1 (Bad address)
[child1:5067] [152] ioctl(fd=259, cmd=0x40085018, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [153] ioctl(fd=259, cmd=0x40085007, arg=0xb68bd000) = -1 (Bad address)
[child1:5067] [154] ioctl(fd=259, cmd=0x40085024, arg=0xb6dbd000) = -1 (Bad address)
[child1:5067] [155] ioctl(fd=259, cmd=0x80012, arg=0xc0008000) = 0
[child1:5067] [156] ioctl(fd=259, cmd=0x4008000e, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [157] ioctl(fd=259, cmd=0x80002, arg=0x4000) = 0
[child1:5067] [158] ioctl(fd=259, cmd=0x40085016, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [159] ioctl(fd=259, cmd=0x40085009, arg=0xb66bd000) = -1 (Bad address)
[child1:5067] [160] ioctl(fd=259, cmd=0x80085008, arg=0xb6bbd000) = -1 (Bad address)
[child1:5067] [161] ioctl(fd=259, cmd=0x40085016, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [162] ioctl(fd=259, cmd=0x40080008, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [163] ioctl(fd=259, cmd=0x40080003, arg=0xb60bd000) = -1 (Bad address)
[child1:5067] [164] ioctl(fd=259, cmd=0x80013, arg=0x8b600d20) = 0
[child1:5067] [165] ioctl(fd=259, cmd=0x80080004, arg=0x938fb9e) = -1 (Bad address)
[child1:5067] [166] ioctl(fd=259, cmd=0x4008000b, arg=0x88000000) = -1 (Bad address)
[child1:5067] [167] ioctl(fd=259, cmd=0x4008502c, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [168] ioctl(fd=259, cmd=0x80011, arg=0xc0008000) = -1 (I/O error)
[child1:5067] [169] ioctl(fd=259, cmd=0x8008502e, arg=0x8100007e) = -1 (Bad address)
[child1:5067] [170] ioctl(fd=259, cmd=0x40080006, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [171] ioctl(fd=259, cmd=0x40080003, arg=0x9200ffed) = -1 (Bad address)
[child1:5067] [172] ioctl(fd=259, cmd=0x80085002, arg=0xf0000fff) = -1 (Bad address)
[child1:5067] [173] ioctl(fd=259, cmd=0x8008502b, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [174] ioctl(fd=259, cmd=0xc0080001, arg=0xb66bd000) = -1 (I/O error)
[child1:5067] [175] ioctl(fd=259, cmd=0x4008501a, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [176] ioctl(fd=259, cmd=0x80002, arg=0xb68bd000) = 0
[child1:5067] [177] ioctl(fd=259, cmd=0x80085008, arg=0xb6dbf000) = -1 (Bad address)
[child1:5067] [178] ioctl(fd=259, cmd=0x8008500c, arg=0xfff81185) = -1 (Bad address)
[child1:5067] [179] ioctl(fd=259, cmd=0x40085001, arg=0x93714b17) = -1 (Bad address)
[child1:5067] [180] ioctl(fd=259, cmd=0x4008502a, arg=0xb4ebd000) = -1 (Not a typewriter)
[child1:5067] [181] ioctl(fd=259, cmd=0x8008500e, arg=0x81fefdff) = -1 (Bad address)
[child1:5067] [182] ioctl(fd=259, cmd=0x80085015, arg=0xb6bbd000) = -1 (I/O error)
[child1:5067] [183] ioctl(fd=259, cmd=0x8008502e, arg=0xb66bd000) = -1 (Bad address)
[child1:5067] [184] ioctl(fd=259, cmd=0x80085027, arg=0x76560f63) = -1 (Not a typewriter)
[child1:5067] [185] ioctl(fd=259, cmd=0x85032, arg=0xc0008000) = -1 (I/O error)
[child1:5067] [186] ioctl(fd=259, cmd=0x40080008, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [187] ioctl(fd=259, cmd=0x40085012, arg=0xb6dbd000) = -1 (Bad address)
[child1:5067] [188] ioctl(fd=259, cmd=0x8008502b, arg=0xb3abd000) = -1 (Not a typewriter)
[child1:5067] [189] ioctl(fd=259, cmd=0x4008502f, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [190] ioctl(fd=259, cmd=0x80012, arg=0xff000000) = -1 (I/O error)
[child1:5067] [191] ioctl(fd=259, cmd=0x80013, arg=0xb6dbf000) = 0
[child1:5067] [192] ioctl(fd=259, cmd=0x40080006, arg=0x4fc96fff) = -1 (Bad address)
[child1:5067] [193] ioctl(fd=259, cmd=0x80085023, arg=0x8000000) = -1 (Not a typewriter)
[child1:5067] [194] ioctl(fd=259, cmd=0x80012, arg=0xb6cbd000) = -1 (I/O error)
[child1:5067] [195] ioctl(fd=259, cmd=0x40085030, arg=0xb6abd000) = -1 (Bad address)
[child1:5067] [196] ioctl(fd=259, cmd=0x40080000, arg=0xb60bd000) = -1 (Not a typewriter)
[child1:5067] [197] ioctl(fd=259, cmd=0x8008500e, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [198] ioctl(fd=259, cmd=0x80085021, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [199] ioctl(fd=259, cmd=0x80085004, arg=0xbffeffff) = -1 (Bad address)
[child1:5067] [200] ioctl(fd=259, cmd=0x4008000e, arg=0xb4ebd000) = -1 (Bad address)
[child1:5067] [201] ioctl(fd=259, cmd=0x40085028, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [202] ioctl(fd=259, cmd=0x8008502e, arg=0xb6dc1000) = -1 (Bad address)
[child1:5067] [203] ioctl(fd=259, cmd=0x80085017, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [204] ioctl(fd=259, cmd=0x8008500a, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [205] ioctl(fd=259, cmd=0x4008000f, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [206] ioctl(fd=259, cmd=0x4008500b, arg=0xb4ebd000) = -1 (Bad address)
[child1:5067] [207] ioctl(fd=259, cmd=0x40080014, arg=0x80020040) = -1 (Bad address)
[child1:5067] [208] ioctl(fd=259, cmd=0x8008500e, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [209] ioctl(fd=259, cmd=0x8000d, arg=0x8c9038a5) = 0
[child1:5067] [210] ioctl(fd=259, cmd=0x8000d, arg=0xffffff34) = -1 (I/O error)
[child1:5067] [211] ioctl(fd=259, cmd=0x40085026, arg=0x9e97ff7f) = -1 (Not a typewriter)
[child1:5067] [212] ioctl(fd=259, cmd=0x80011, arg=0xc0008000) = -1 (I/O error)
[child1:5067] [213] ioctl(fd=259, cmd=0x8008500c, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [214] ioctl(fd=259, cmd=0x8008501f, arg=0xffffdfff) = -1 (Bad address)
[child1:5067] [215] ioctl(fd=259, cmd=0x80080009, arg=0xb4ebd000) = -1 (Bad address)
[child1:5067] [216] ioctl(fd=259, cmd=0x80085013, arg=0x800000ff) = -1 (Bad address)
[child1:5067] [217] ioctl(fd=259, cmd=0x40085020, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [218] ioctl(fd=259, cmd=0x40085022, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [219] ioctl(fd=259, cmd=0x40085033, arg=0xffff9110) = -1 (Bad address)
[child1:5067] [220] ioctl(fd=259, cmd=0x80085019, arg=0xb6dc1000) = -1 (Bad address)
[child1:5067] [221] ioctl(fd=259, cmd=0x8008501f, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [222] ioctl(fd=259, cmd=0x80080004, arg=0x0) = -1 (Bad address)
[child1:5067] [223] ioctl(fd=259, cmd=0x40080003, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [224] ioctl(fd=259, cmd=0x4008501c, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [225] ioctl(fd=259, cmd=0x8008500c, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [226] ioctl(fd=259, cmd=0x80085011, arg=0xb66bd000) = -1 (Bad address)
[child1:5067] [227] ioctl(fd=259, cmd=0x80085029, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [228] ioctl(fd=259, cmd=0x40085014, arg=0x4c000000) = -1 (Bad address)
[child1:5067] [229] ioctl(fd=259, cmd=0x80085021, arg=0xc0040000) = -1 (Bad address)
[child1:5067] [230] ioctl(fd=259, cmd=0x40080006, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [231] ioctl(fd=259, cmd=0x80085004, arg=0xfe7e5e71) = -1 (Bad address)
[child1:5067] [232] ioctl(fd=259, cmd=0x80012, arg=0xbfffe565) = -1 (I/O error)
[child1:5067] [233] ioctl(fd=259, cmd=0x4008501e, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [234] ioctl(fd=259, cmd=0x40085014, arg=0xb6dc1000) = -1 (Bad address)
[child1:5067] [235] ioctl(fd=259, cmd=0x4008501c, arg=0xb5cbd000) = -1 (Bad address)
[child1:5067] [236] ioctl(fd=259, cmd=0x40085018, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [237] ioctl(fd=259, cmd=0x40080016, arg=0xb6abd000) = -1 (Bad address)
[child1:5067] [238] ioctl(fd=259, cmd=0x40085026, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [239] ioctl(fd=259, cmd=0x8008501d, arg=0xb66bd000) = -1 (Bad address)
[child1:5067] [240] ioctl(fd=259, cmd=0x40085020, arg=0xc8010001) = -1 (Bad address)
[child1:5067] [241] ioctl(fd=259, cmd=0x80085023, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [242] ioctl(fd=259, cmd=0x4008000e, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [243] ioctl(fd=259, cmd=0x4008000a, arg=0xf5dbdf90) = -1 (Not a typewriter)
[child1:5067] [244] ioctl(fd=259, cmd=0x8000d, arg=0xc0008000) = 0
[child1:5067] [245] ioctl(fd=259, cmd=0x4008000a, arg=0xb68bd000) = -1 (Not a typewriter)
[child1:5067] [246] ioctl(fd=259, cmd=0x40085012, arg=0x16001002) = -1 (Bad address)
[child1:5067] [247] ioctl(fd=259, cmd=0x4008502a, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [248] ioctl(fd=259, cmd=0x80085027, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [249] ioctl(fd=259, cmd=0x40085003, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [250] ioctl(fd=259, cmd=0x8008501b, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [251] ioctl(fd=259, cmd=0x4008502f, arg=0xb5cbd000) = -1 (Bad address)
[child1:5067] [252] ioctl(fd=259, cmd=0x80085010, arg=0xffffffb0) = -1 (Not a typewriter)
[child1:5067] [253] ioctl(fd=259, cmd=0x40085005, arg=0x96ce8081) = -1 (Bad address)
[child1:5067] [254] ioctl(fd=259, cmd=0x8008501f, arg=0xb6dbf000) = -1 (Bad address)
[child1:5067] [255] ioctl(fd=259, cmd=0x40085028, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [256] ioctl(fd=259, cmd=0x40080006, arg=0xffff8000) = -1 (Bad address)
[child1:5067] [257] ioctl(fd=259, cmd=0x4008501e, arg=0xbc) = -1 (Bad address)
[child1:5067] [258] ioctl(fd=259, cmd=0x40080000, arg=0xc0008000) = -1 (Not a typewriter)
[child1:5067] [259] ioctl(fd=259, cmd=0x40080016, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [260] ioctl(fd=259, cmd=0x8008501f, arg=0x9e326fff) = -1 (Bad address)
[child1:5067] [261] ioctl(fd=259, cmd=0x4008501c, arg=0xb3abd000) = -1 (Bad address)
[child1:5067] [262] ioctl(fd=259, cmd=0x80085029, arg=0xbdff7fff) = -1 (Not a typewriter)
[child1:5067] [263] ioctl(fd=259, cmd=0x40085033, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [264] ioctl(fd=259, cmd=0x4008502c, arg=0xc0008000) = -1 (Bad address)
[child1:5067] [265] ioctl(fd=259, cmd=0x80013, arg=0xc0008000) = 0
[child1:5067] [266] ioctl(fd=259, cmd=0x4008000f, arg=0xffffffff) = -1 (Bad address)
[child1:5067] [267] ioctl(fd=259, cmd=0x4008000a, arg=0xb44bd000) = -1 (Not a typewriter)
